gender,age,customer_id,became_member_on,income,became_member_year,became_member_month,membership_duration,age_categories,income_binned
1.0,60.0,0196d2062b8d4d019b8d96292266e8a4,2018-03-22,51000.0,2018,3,126 days 00:00:00.000000000,50-59,50k-59k
1.0,54.0,123b82af56404ec3bece3de96b947fc2,2017-09-11,119000.0,2017,9,318 days 00:00:00.000000000,50-59,110k-120k
0.0,69.0,1e79314ada3445fc9fdd08739ee457e0,2015-07-29,34000.0,2015,7,1093 days 00:00:00.000000000,60-69,20k-39k
0.0,52.0,e27d828d67894aa58a1e250ff5feb166,2018-07-08,51000.0,2018,7,18 days 00:00:00.000000000,50-59,50k-59k
1.0,73.0,e8d19ba3ff474f1a924e94632cea8ff6,2017-11-07,90000.0,2017,11,261 days 00:00:00.000000000,70-79,80k-89k
0.0,58.0,b0896a4a051242609400176f10cdb4c3,2014-06-19,34000.0,2014,6,1498 days 00:00:00.000000000,50-59,20k-39k
0.0,32.0,48a9bdb1362148c9b4c6fe6197145604,2018-07-16,70000.0,2018,7,10 days 00:00:00.000000000,30-39,60k-69k
1.0,76.0,613561aed3684c3f9834544e43fa67d8,2016-01-18,100000.0,2016,1,920 days 00:00:00.000000000,70-79,90k-99k
1.0,26.0,b8d77b254f5f4044ae62de449c82408b,2015-06-29,71000.0,2015,6,1123 days 00:00:00.000000000,20-29,70k-79k
1.0,36.0,2fc5fa0b50f944e398b903b0be851678,2018-07-01,70000.0,2018,7,25 days 00:00:00.000000000,30-39,60k-69k
1.0,37.0,f3546c329bc94299a5ac043842df9374,2015-09-06,78000.0,2015,9,1054 days 00:00:00.000000000,30-39,70k-79k
1.0,63.0,d32d9bdf55ad47879f502c3602e0a45f,2018-05-29,75000.0,2018,5,58 days 00:00:00.000000000,60-69,70k-79k
1.0,85.0,f479349027a34ac783716f1275cc6b98,2017-04-25,95000.0,2017,4,457 days 00:00:00.000000000,80+,90k-99k
0.0,57.0,f6bf679b31ef445aac27b5002601e8cf,2017-09-08,68000.0,2017,9,321 days 00:00:00.000000000,50-59,60k-69k
1.0,68.0,26ffde4f42334fe7b162f2186070fe53,2017-08-02,101000.0,2017,8,358 days 00:00:00.000000000,60-69,100k-109k
1.0,48.0,d1917b909b034ffebfc3ec912848844d,2017-08-07,32000.0,2017,8,353 days 00:00:00.000000000,40-49,20k-39k
0.0,84.0,bd777dba9c784ff8aa96c2a4531fba1f,2016-09-14,93000.0,2016,9,680 days 00:00:00.000000000,80+,90k-99k
1.0,66.0,1719f6842add4adb962c9d91dc53b3b0,2017-12-20,39000.0,2017,12,218 days 00:00:00.000000000,60-69,20k-39k
0.0,52.0,70dd84bdef064ba6905b85f4ff132afb,2017-09-28,92000.0,2017,9,301 days 00:00:00.000000000,50-59,90k-99k
0.0,55.0,5364a900796543c08f90984f8d6880a1,2018-06-05,55000.0,2018,6,51 days 00:00:00.000000000,50-59,50k-59k
0.0,84.0,bdb6930083264f59972a52d29cc39be9,2018-03-30,36000.0,2018,3,118 days 00:00:00.000000000,80+,20k-39k
1.0,60.0,d2f05a10e61c4d1da861988cc24713c9,2016-05-10,79000.0,2016,5,807 days 00:00:00.000000000,50-59,70k-79k
1.0,33.0,3cac8e47e1664b48af241c168346a404,2017-02-28,50000.0,2017,2,513 days 00:00:00.000000000,30-39,40k-49k
0.0,24.0,a4c98a6ac16146a3ace87e6680b67471,2014-08-02,42000.0,2014,8,1454 days 00:00:00.000000000,20-29,40k-49k
1.0,77.0,33b98f82f88d4775ad8abc05cbeb7c8b,2016-06-03,31000.0,2016,6,783 days 00:00:00.000000000,70-79,20k-39k
1.0,27.0,e52d9e265d3645199c41b549354644ef,2017-10-15,41000.0,2017,10,284 days 00:00:00.000000000,20-29,40k-49k
0.0,87.0,b5170a7dcde342069549b15cf7ab967a,2015-05-13,43000.0,2015,5,1170 days 00:00:00.000000000,80+,40k-49k
1.0,71.0,1d5ca3b421ac463885d12dd0389fd628,2015-10-15,85000.0,2015,10,1015 days 00:00:00.000000000,70-79,80k-89k
0.0,47.0,24d448bb96b64b958edd6ba2f4f767c5,2017-07-31,38000.0,2017,7,360 days 00:00:00.000000000,40-49,20k-39k
1.0,78.0,d39a586864124b5ca4decb3832096a2d,2018-05-14,89000.0,2018,5,73 days 00:00:00.000000000,70-79,80k-89k
0.0,62.0,1bb6878ed4ed4e5e804829102ad73113,2018-07-26,34000.0,2018,7,0 days 00:00:00.000000000,60-69,20k-39k
0.0,56.0,bbdcf97a4eab4908a29c203ea8e133b6,2017-11-26,73000.0,2017,11,242 days 00:00:00.000000000,50-59,70k-79k
1.0,48.0,98a12d1ecd934b9c89ac289213f4cd81,2016-03-29,66000.0,2016,3,849 days 00:00:00.000000000,40-49,60k-69k
0.0,38.0,ca551ac435c94399ad6af9005461e7e0,2016-11-02,58000.0,2016,11,631 days 00:00:00.000000000,30-39,50k-59k
0.0,51.0,20e1db51ebe94cd9a823bfb84cca99da,2017-12-28,73000.0,2017,12,210 days 00:00:00.000000000,50-59,70k-79k
1.0,34.0,eaf6f9c12baa4d92b9b02731ab35c3c5,2017-10-03,51000.0,2017,10,296 days 00:00:00.000000000,30-39,50k-59k
1.0,70.0,27b1ef03d0b24290bd6eb37a30431e80,2017-10-08,57000.0,2017,10,291 days 00:00:00.000000000,60-69,50k-59k
0.0,40.0,46c83dc0af064389b29ccf97d9c7ed57,2016-01-17,80000.0,2016,1,921 days 00:00:00.000000000,30-39,70k-79k
0.0,40.0,cfe2e1e9fc0f4531bc7f653f3204b483,2015-03-04,34000.0,2015,3,1240 days 00:00:00.000000000,30-39,20k-39k
0.0,54.0,e08c6b48a9804fdeaf5c712a3644d1b2,2018-06-15,40000.0,2018,6,41 days 00:00:00.000000000,50-59,20k-39k
0.0,48.0,8236c41047204aa5b194a394aa4785a4,2017-12-14,57000.0,2017,12,224 days 00:00:00.000000000,40-49,50k-59k
1.0,93.0,6f9c0edc272d4457986e63abfbfa2f41,2017-11-06,79000.0,2017,11,262 days 00:00:00.000000000,80+,70k-79k
0.0,43.0,9efb4b0cde924f0390b29b093f15bdab,2018-01-01,60000.0,2018,1,206 days 00:00:00.000000000,40-49,50k-59k
1.0,56.0,ac62a9c77646419e94900201f4094e40,2017-11-02,62000.0,2017,11,266 days 00:00:00.000000000,50-59,60k-69k
0.0,21.0,951fab8598b540cda53df4c2d43ad1d7,2017-09-15,46000.0,2017,9,314 days 00:00:00.000000000,20-29,40k-49k
1.0,78.0,627236eb17a64e0cbcab138e3864bc02,2018-04-06,74000.0,2018,4,111 days 00:00:00.000000000,70-79,70k-79k
0.0,67.0,308ff34e79a94ca481c8c7876872147c,2017-11-22,83000.0,2017,11,246 days 00:00:00.000000000,60-69,80k-89k
1.0,65.0,aa811d24daec4a16a1a7507a840b126f,2017-09-07,67000.0,2017,9,322 days 00:00:00.000000000,60-69,60k-69k
1.0,61.0,3aa54f04700d463c835464208bcdcc99,2016-06-16,37000.0,2016,6,770 days 00:00:00.000000000,60-69,20k-39k
1.0,63.0,08083d179b0b4c1e895c27261aca17a7,2016-04-22,58000.0,2016,4,825 days 00:00:00.000000000,60-69,50k-59k
0.0,73.0,2b06f7ce3561428e9de6d9d081787f14,2017-10-08,99000.0,2017,10,291 days 00:00:00.000000000,70-79,90k-99k
1.0,79.0,7e615c3c67df488ba50514e36189aeaa,2016-08-31,92000.0,2016,8,694 days 00:00:00.000000000,70-79,90k-99k
1.0,67.0,ffda4545e7084ff6aaf01304fb1c1fa6,2018-07-21,95000.0,2018,7,5 days 00:00:00.000000000,60-69,90k-99k
0.0,30.0,aed59d1f47be4f73ba402ede49666b7a,2018-05-18,58000.0,2018,5,69 days 00:00:00.000000000,20-29,50k-59k
0.0,65.0,21597bbcf823440eaa59ce4810de6c9a,2016-08-14,55000.0,2016,8,711 days 00:00:00.000000000,60-69,50k-59k
0.0,65.0,5bd4ef761f804ba4be5f96bb0c59e7b3,2016-12-22,89000.0,2016,12,581 days 00:00:00.000000000,60-69,80k-89k
1.0,82.0,00e20b4ca129458aaab0f4727ef3513a,2014-12-11,33000.0,2014,12,1323 days 00:00:00.000000000,80+,20k-39k
1.0,35.0,3271e4cc3f8e4cb88e9a4a8ac0dd7f89,2017-10-17,33000.0,2017,10,282 days 00:00:00.000000000,30-39,20k-39k
1.0,81.0,13853a0e60ad42bea59e490fb39b0044,2018-05-17,44000.0,2018,5,70 days 00:00:00.000000000,80+,40k-49k
0.0,30.0,562ff18436674676a31a183ee0e367a6,2017-11-12,56000.0,2017,11,256 days 00:00:00.000000000,20-29,50k-59k
0.0,54.0,13fec8f3cfae4ca186eab06b75cb3cec,2018-06-10,63000.0,2018,6,46 days 00:00:00.000000000,50-59,60k-69k
1.0,64.0,36f8574d192946a1a68dd0c666fce6e4,2017-12-18,52000.0,2017,12,220 days 00:00:00.000000000,60-69,50k-59k
1.0,89.0,6a9fc468f1b344e4bed4893777bcd6a4,2016-07-23,99000.0,2016,7,733 days 00:00:00.000000000,80+,90k-99k
1.0,62.0,690d6c1f6dc449d7bb71c1711800925a,2017-12-25,79000.0,2017,12,213 days 00:00:00.000000000,60-69,70k-79k
0.0,66.0,033fed8bb1504885b866429db25543a0,2018-07-11,108000.0,2018,7,15 days 00:00:00.000000000,60-69,100k-109k
1.0,62.0,54ac605ec4354bbfa726012d5236f4a1,2016-06-20,83000.0,2016,6,766 days 00:00:00.000000000,60-69,80k-89k
0.0,48.0,5e729e38e6fb430188dee2aad9427200,2018-04-09,31000.0,2018,4,108 days 00:00:00.000000000,40-49,20k-39k
0.0,53.0,49c5988bb0ea488c9897b6d1a88a7cd7,2017-10-26,71000.0,2017,10,273 days 00:00:00.000000000,50-59,70k-79k
0.0,45.0,0955202f20fc49e0b7d1c2a6843a9011,2018-03-24,46000.0,2018,3,124 days 00:00:00.000000000,40-49,40k-49k
0.0,37.0,a75470f190174227887a582d93f88969,2016-02-22,44000.0,2016,2,885 days 00:00:00.000000000,30-39,40k-49k
1.0,26.0,13aaa1bfcbaa4ae092d311e6beeba695,2016-08-05,48000.0,2016,8,720 days 00:00:00.000000000,20-29,40k-49k
0.0,57.0,5761c67b1cbc46bb812b5c47bfbfb787,2018-06-27,98000.0,2018,6,29 days 00:00:00.000000000,50-59,90k-99k
0.0,41.0,6d41378f12aa4fe8ad4d7be90fb9cff6,2013-10-31,79000.0,2013,10,1729 days 00:00:00.000000000,40-49,70k-79k
0.0,78.0,1d5ed98fe8004fe685b0d4e8d2626e7c,2015-09-02,117000.0,2015,9,1058 days 00:00:00.000000000,70-79,110k-120k
1.0,37.0,cfa3e8ee4b43423cad32224bb5917eb2,2017-08-17,97000.0,2017,8,343 days 00:00:00.000000000,30-39,90k-99k
1.0,32.0,cbae907907b740f5a26e9a63fc39facb,2015-12-29,43000.0,2015,12,940 days 00:00:00.000000000,30-39,40k-49k
1.0,75.0,7336c1e98e9149f7b38a987c1c72614c,2017-05-06,95000.0,2017,5,446 days 00:00:00.000000000,70-79,90k-99k
0.0,45.0,5b7ecf123fc742b2b45b2435750926e1,2017-03-26,78000.0,2017,3,487 days 00:00:00.000000000,40-49,70k-79k
0.0,80.0,fc2228d148ad45b2a4043425dd23f187,2017-12-20,31000.0,2017,12,218 days 00:00:00.000000000,70-79,20k-39k
1.0,51.0,f456bea341ef401794ed54cf05113de1,2015-08-21,54000.0,2015,8,1070 days 00:00:00.000000000,50-59,50k-59k
1.0,53.0,670a656d1f634d6da4c605919b0908e3,2016-11-09,89000.0,2016,11,624 days 00:00:00.000000000,50-59,80k-89k
0.0,65.0,6ddaf7e78aac465fb7863c71b84c9f44,2017-10-22,71000.0,2017,10,277 days 00:00:00.000000000,60-69,70k-79k
1.0,40.0,03118ab70a404fada1a433cd6abaa491,2018-01-20,63000.0,2018,1,187 days 00:00:00.000000000,30-39,60k-69k
1.0,66.0,c39913cf356a4dfc98f0326c42878193,2018-05-04,75000.0,2018,5,83 days 00:00:00.000000000,60-69,70k-79k
0.0,67.0,d2482847c5b34aefaa39f55afc669d0f,2016-07-07,43000.0,2016,7,749 days 00:00:00.000000000,60-69,40k-49k
0.0,65.0,7010572eb9a14fa690ff8219ebe09dbd,2016-06-05,117000.0,2016,6,781 days 00:00:00.000000000,60-69,110k-120k
1.0,53.0,c8bd924ee1464d7882ac8da09630a58e,2016-12-29,88000.0,2016,12,574 days 00:00:00.000000000,50-59,80k-89k
0.0,27.0,a55f29feac844829b2a1cac47f88a6e9,2018-06-14,66000.0,2018,6,42 days 00:00:00.000000000,20-29,60k-69k
1.0,64.0,7317a38ea30a43ea9a72a923e98e0359,2016-04-21,90000.0,2016,4,826 days 00:00:00.000000000,60-69,80k-89k
1.0,51.0,72a8d616d5384b718bd1caab46ae2a8f,2016-12-17,48000.0,2016,12,586 days 00:00:00.000000000,50-59,40k-49k
0.0,81.0,90e92f7c1af5428ba3b5f3c418017663,2014-10-08,32000.0,2014,10,1387 days 00:00:00.000000000,80+,20k-39k
0.0,35.0,900bd381494a4944a0ffb071e8a0241e,2018-06-05,59000.0,2018,6,51 days 00:00:00.000000000,30-39,50k-59k
0.0,67.0,f01cd27835594062ae379b733068d700,2017-02-20,88000.0,2017,2,521 days 00:00:00.000000000,60-69,80k-89k
0.0,62.0,a2dd3153f91042cbbed1bd60d99716ef,2017-08-17,34000.0,2017,8,343 days 00:00:00.000000000,60-69,20k-39k
0.0,22.0,3811a4ccb2d14bd39fb2249e5a67aea9,2017-08-08,74000.0,2017,8,352 days 00:00:00.000000000,20-29,70k-79k
0.0,62.0,01633b71b3a2457aa7d35d8bcc3afb5a,2015-09-02,90000.0,2015,9,1058 days 00:00:00.000000000,60-69,80k-89k
1.0,66.0,ae3a9b5338154f7d9fca6ebe61750b8f,2017-03-16,76000.0,2017,3,497 days 00:00:00.000000000,60-69,70k-79k
0.0,59.0,2ec52ca9f97f4feb9b5790ee4e0bce8c,2014-09-04,77000.0,2014,9,1421 days 00:00:00.000000000,50-59,70k-79k
0.0,60.0,35075a458f4043c8bdd3dc33c728826b,2016-12-29,33000.0,2016,12,574 days 00:00:00.000000000,50-59,20k-39k
0.0,39.0,3d1ef55f27c34307805ff0120b99397a,2015-06-20,51000.0,2015,6,1132 days 00:00:00.000000000,30-39,50k-59k
1.0,70.0,a1adc3692790416ea93570324606afad,2015-11-22,39000.0,2015,11,977 days 00:00:00.000000000,60-69,20k-39k
0.0,25.0,d5da09de843d412b9739c08c5bd212c7,2016-08-18,34000.0,2016,8,707 days 00:00:00.000000000,20-29,20k-39k
0.0,64.0,3c2269793b184633ada861340aaeb9ff,2018-04-01,33000.0,2018,4,116 days 00:00:00.000000000,60-69,20k-39k
1.0,62.0,0d58682ece0e4b788eff41f6d805314e,2014-10-10,86000.0,2014,10,1385 days 00:00:00.000000000,60-69,80k-89k
0.0,71.0,a8cf1fcfd39c443ca8a98cd3d9536cf1,2017-08-08,85000.0,2017,8,352 days 00:00:00.000000000,70-79,80k-89k
0.0,78.0,f4ba292455304d21857a621076ac9f99,2017-12-23,68000.0,2017,12,215 days 00:00:00.000000000,70-79,60k-69k
0.0,59.0,d634cc586de4494d8a7b07a54df7c91f,2015-12-13,60000.0,2015,12,956 days 00:00:00.000000000,50-59,50k-59k
1.0,87.0,a29ea9a53fc747dfb077c3f2ef84f83a,2016-01-03,119000.0,2016,1,935 days 00:00:00.000000000,80+,110k-120k
0.0,64.0,23cac9b547fe47048c0fe8ac758dc7a7,2017-08-31,57000.0,2017,8,329 days 00:00:00.000000000,60-69,50k-59k
1.0,63.0,8f178a1663bf4018b788fb310ea27a43,2016-02-09,76000.0,2016,2,898 days 00:00:00.000000000,60-69,70k-79k
0.0,64.0,e82923736a10439db3aae5eb942999d5,2016-11-15,68000.0,2016,11,618 days 00:00:00.000000000,60-69,60k-69k
0.0,24.0,7607344774c5401ba68325ef359be7fd,2015-09-21,57000.0,2015,9,1039 days 00:00:00.000000000,20-29,50k-59k
1.0,46.0,1a34d70b3d4e4d948f60d5ffc3ec5b43,2017-11-18,60000.0,2017,11,250 days 00:00:00.000000000,40-49,50k-59k
1.0,52.0,8b187db07b274a9583550f15a397c0d0,2018-05-06,107000.0,2018,5,81 days 00:00:00.000000000,50-59,100k-109k
0.0,42.0,3a930c2785294c8e9bc5d9e0a888bdac,2014-10-12,41000.0,2014,10,1383 days 00:00:00.000000000,40-49,40k-49k
0.0,36.0,bcd07f68517542119ced913c1006d0bf,2017-10-30,46000.0,2017,10,269 days 00:00:00.000000000,30-39,40k-49k
1.0,38.0,eec56f869c1f442b9d464518f5b084c5,2017-04-10,54000.0,2017,4,472 days 00:00:00.000000000,30-39,50k-59k
0.0,69.0,8c23570c3e4849e09e84dec8908ae404,2016-12-06,31000.0,2016,12,597 days 00:00:00.000000000,60-69,20k-39k
1.0,68.0,422631a65e9242009e76974de2e350d3,2017-11-03,79000.0,2017,11,265 days 00:00:00.000000000,60-69,70k-79k
1.0,50.0,2dbb5a86750d4f589ef19c4bf0dd1b3a,2018-05-12,114000.0,2018,5,75 days 00:00:00.000000000,40-49,110k-120k
0.0,47.0,a9cef69578a748aba5ac101d3da4c250,2014-08-20,72000.0,2014,8,1436 days 00:00:00.000000000,40-49,70k-79k
0.0,20.0,657a6b7784da4710925c2b2ebd0cd80d,2017-09-27,54000.0,2017,9,302 days 00:00:00.000000000,10-19,50k-59k
0.0,51.0,ab83d8bf9ecd4f89bd1c94c15dc7f40c,2018-05-18,36000.0,2018,5,69 days 00:00:00.000000000,50-59,20k-39k
0.0,47.0,d98b3f891dc04fcf94377f08e6c1be87,2018-01-15,43000.0,2018,1,192 days 00:00:00.000000000,40-49,40k-49k
0.0,25.0,ebf0ac82b55d436bb6a53ccf910cd759,2017-10-10,40000.0,2017,10,289 days 00:00:00.000000000,20-29,20k-39k
1.0,51.0,ed84d24d38fd43feab88ed5c6a489124,2016-08-19,118000.0,2016,8,706 days 00:00:00.000000000,50-59,110k-120k
1.0,24.0,5ca5e50473174b0881a29bf633e2dd18,2016-02-29,64000.0,2016,2,878 days 00:00:00.000000000,20-29,60k-69k
0.0,76.0,e9c59b9c8b79427e8ec84ee96e7ddbef,2014-04-11,50000.0,2014,4,1567 days 00:00:00.000000000,70-79,40k-49k
0.0,51.0,1e6e2ef76ef741309f8e6970e393c6d7,2018-04-16,99000.0,2018,4,101 days 00:00:00.000000000,50-59,90k-99k
0.0,21.0,b80fdfaf366941fd972f5802408c1cb8,2016-07-11,52000.0,2016,7,745 days 00:00:00.000000000,20-29,50k-59k
0.0,78.0,e222f48587d34bffa2840f73c0ea734e,2017-11-22,95000.0,2017,11,246 days 00:00:00.000000000,70-79,90k-99k
0.0,61.0,0099bf30e4cb4265875266eb3eb25eab,2018-02-14,66000.0,2018,2,162 days 00:00:00.000000000,60-69,60k-69k
0.0,19.0,113f6d5a97c645d7b548104dff643738,2017-10-13,35000.0,2017,10,286 days 00:00:00.000000000,10-19,20k-39k
0.0,55.0,3fa1eb81473c41459439cd5749c49cb4,2017-08-18,61000.0,2017,8,342 days 00:00:00.000000000,50-59,60k-69k
0.0,65.0,ff932c6f8bb641bd816955337d153676,2015-09-29,76000.0,2015,9,1031 days 00:00:00.000000000,60-69,70k-79k
0.0,26.0,58b9dc870d07463398df595e9ca6b98c,2016-09-27,65000.0,2016,9,667 days 00:00:00.000000000,20-29,60k-69k
0.0,66.0,7061e49179e34a4d8699b4f88c0ef085,2018-05-01,38000.0,2018,5,86 days 00:00:00.000000000,60-69,20k-39k
0.0,67.0,94c9461e773e45a5be036e674bd6e201,2017-11-20,34000.0,2017,11,248 days 00:00:00.000000000,60-69,20k-39k
0.0,54.0,7e5b86cde767403b85683543c5183817,2015-08-15,41000.0,2015,8,1076 days 00:00:00.000000000,50-59,40k-49k
0.0,58.0,98cd432801084dc4934d10bd3420133e,2018-06-24,112000.0,2018,6,32 days 00:00:00.000000000,50-59,110k-120k
1.0,63.0,5c887483f2a44a8f88771962c8f07f9b,2018-01-08,70000.0,2018,1,199 days 00:00:00.000000000,60-69,60k-69k
1.0,54.0,bf503781b2c448cdbc07ea351aaa3a48,2017-01-07,93000.0,2017,1,565 days 00:00:00.000000000,50-59,90k-99k
1.0,92.0,814182679a48426f9a1a6db0e7b1799a,2017-12-08,76000.0,2017,12,230 days 00:00:00.000000000,80+,70k-79k
1.0,46.0,e4fce9d9851d4f74ba44987108ea678f,2016-06-20,86000.0,2016,6,766 days 00:00:00.000000000,40-49,80k-89k
0.0,58.0,54a7bb02e8e84d028346d004cc461224,2016-07-10,32000.0,2016,7,746 days 00:00:00.000000000,50-59,20k-39k
0.0,68.0,c9c1bdee4a0c40a08de73edc089effc0,2017-07-02,77000.0,2017,7,389 days 00:00:00.000000000,60-69,70k-79k
0.0,38.0,679cc1c408734de58d166dcc7118f600,2017-11-13,44000.0,2017,11,255 days 00:00:00.000000000,30-39,40k-49k
0.0,78.0,a44656a90dc345f9a15a1a56aa5df1a7,2018-03-30,79000.0,2018,3,118 days 00:00:00.000000000,70-79,70k-79k
1.0,79.0,a02ac028e2ed4ff9a9328e3c9b47af58,2016-07-06,113000.0,2016,7,750 days 00:00:00.000000000,70-79,110k-120k
1.0,81.0,32a0cf5c6ddd432d954fec79056e90a9,2017-01-31,32000.0,2017,1,541 days 00:00:00.000000000,80+,20k-39k
1.0,59.0,7b1af561e4654f41a6f33d9df4651b0e,2016-07-25,41000.0,2016,7,731 days 00:00:00.000000000,50-59,40k-49k
1.0,63.0,c61a35cfee194e49b192c5192bd12443,2017-01-16,77000.0,2017,1,556 days 00:00:00.000000000,60-69,70k-79k
0.0,81.0,bb70962f3bb64f2a9ee75d5a0615bc07,2017-11-08,79000.0,2017,11,260 days 00:00:00.000000000,80+,70k-79k
0.0,37.0,d6b3d727359043719c22a41fb01ecca2,2017-04-17,85000.0,2017,4,465 days 00:00:00.000000000,30-39,80k-89k
0.0,56.0,a604e3573abe41bdbfae36485b9992b8,2018-02-17,38000.0,2018,2,159 days 00:00:00.000000000,50-59,20k-39k
0.0,45.0,6e4f665720fb49e0840a29d2e48ac040,2015-06-18,92000.0,2015,6,1134 days 00:00:00.000000000,40-49,90k-99k
1.0,55.0,58a71e7f7f554b08bf9fc57d3540c0d9,2018-04-02,32000.0,2018,4,115 days 00:00:00.000000000,50-59,20k-39k
0.0,97.0,bc168e6a4891477bb8b135ba52e43852,2017-07-08,69000.0,2017,7,383 days 00:00:00.000000000,80+,60k-69k
0.0,34.0,721c9c2c81be46188253cdcaa2d50fcf,2016-06-29,31000.0,2016,6,757 days 00:00:00.000000000,30-39,20k-39k
0.0,54.0,af4f196d772e4bcc984b63db3f83da92,2018-01-11,49000.0,2018,1,196 days 00:00:00.000000000,50-59,40k-49k
0.0,58.0,e7f53eb7aba343e09c8975e998cdf0a6,2017-08-15,86000.0,2017,8,345 days 00:00:00.000000000,50-59,80k-89k
0.0,59.0,dbde9a84bd414e28b486927e175b2b49,2016-08-04,34000.0,2016,8,721 days 00:00:00.000000000,50-59,20k-39k
1.0,63.0,ed37c25354be4a6ba43cdd1287b926e9,2017-11-08,102000.0,2017,11,260 days 00:00:00.000000000,60-69,100k-109k
0.0,41.0,43a78c110de64f5c98d01f13d02332df,2016-03-25,45000.0,2016,3,853 days 00:00:00.000000000,40-49,40k-49k
1.0,66.0,da01c34cfee2486e99d8ae97c4d5d1b1,2017-08-23,58000.0,2017,8,337 days 00:00:00.000000000,60-69,50k-59k
0.0,42.0,4a6c571c09d84d4e839ea7978e1f5827,2017-09-02,41000.0,2017,9,327 days 00:00:00.000000000,40-49,40k-49k
0.0,53.0,46f43532df824788bee55a1d14b6b39b,2017-09-05,39000.0,2017,9,324 days 00:00:00.000000000,50-59,20k-39k
0.0,39.0,3318abd380904f28a05d90a5514a2375,2015-04-15,69000.0,2015,4,1198 days 00:00:00.000000000,30-39,60k-69k
0.0,61.0,12b9cb85aae74e15aa3e81950f5980cd,2015-02-08,57000.0,2015,2,1264 days 00:00:00.000000000,60-69,50k-59k
1.0,48.0,8b5c15b62ddf404da88012ef8327bc1d,2017-12-09,94000.0,2017,12,229 days 00:00:00.000000000,40-49,90k-99k
0.0,28.0,ef4bfeba0ad14fa79952653319943a5c,2014-01-10,42000.0,2014,1,1658 days 00:00:00.000000000,20-29,40k-49k
1.0,24.0,75d093ff36594695b4b7ca45e04233e6,2015-02-21,39000.0,2015,2,1251 days 00:00:00.000000000,20-29,20k-39k
0.0,65.0,5c0d7f5f799c4f808819e01db246e0a0,2018-04-01,38000.0,2018,4,116 days 00:00:00.000000000,60-69,20k-39k
1.0,88.0,c79b5783fe67458d92e8559aa5e36da0,2016-11-26,32000.0,2016,11,607 days 00:00:00.000000000,80+,20k-39k
1.0,70.0,80914d5e89db497d9a9bfafaea38ce3a,2017-09-03,33000.0,2017,9,326 days 00:00:00.000000000,60-69,20k-39k
0.0,42.0,8a002fad73574409a600ae538b4e254b,2018-04-27,39000.0,2018,4,90 days 00:00:00.000000000,40-49,20k-39k
1.0,59.0,27dc0c59b79c4ceeb2ef08f91c51a70e,2015-07-18,39000.0,2015,7,1104 days 00:00:00.000000000,50-59,20k-39k
0.0,80.0,d020580e689749dc89c37b09d5fb62c8,2018-04-22,96000.0,2018,4,95 days 00:00:00.000000000,70-79,90k-99k
1.0,20.0,3d073e2d43f04815a4c84e53b36e3a5c,2017-04-13,47000.0,2017,4,469 days 00:00:00.000000000,10-19,40k-49k
0.0,55.0,bc40825f9f15480a86c2b087006b9fdb,2018-01-02,83000.0,2018,1,205 days 00:00:00.000000000,50-59,80k-89k
0.0,61.0,6cc3bcb7161c4c7ab50f1961b43d5fc4,2017-10-06,58000.0,2017,10,293 days 00:00:00.000000000,60-69,50k-59k
0.0,73.0,79416cb1e6274d2c9263fe3064283073,2014-01-08,46000.0,2014,1,1660 days 00:00:00.000000000,70-79,40k-49k
0.0,52.0,de05cccb07f04f2ea64f9b2014478c66,2014-04-25,35000.0,2014,4,1553 days 00:00:00.000000000,50-59,20k-39k
0.0,46.0,e882698b5f47479a93255d8e40f3c548,2016-11-30,37000.0,2016,11,603 days 00:00:00.000000000,40-49,20k-39k
1.0,51.0,fe9087e80c4744bead50ab4f92a32d96,2016-05-16,86000.0,2016,5,801 days 00:00:00.000000000,50-59,80k-89k
1.0,70.0,d36af1c14001418fa204f6aca96554af,2018-01-19,51000.0,2018,1,188 days 00:00:00.000000000,60-69,50k-59k
1.0,21.0,1a15ca5f9e854874b2535c287e3ebc13,2017-08-07,52000.0,2017,8,353 days 00:00:00.000000000,20-29,50k-59k
0.0,31.0,12f7dc81c39a4db59177faaa1769a0dc,2017-07-04,45000.0,2017,7,387 days 00:00:00.000000000,30-39,40k-49k
0.0,59.0,3c826c4141944d9aade15534216105f5,2018-01-18,36000.0,2018,1,189 days 00:00:00.000000000,50-59,20k-39k
0.0,61.0,446e72bac11142bb80dc448117119b6a,2014-05-20,57000.0,2014,5,1528 days 00:00:00.000000000,60-69,50k-59k
1.0,19.0,e1941418ed744750b3858945f8258bf2,2016-12-10,37000.0,2016,12,593 days 00:00:00.000000000,10-19,20k-39k
1.0,37.0,25cbf4fb784e463a99bf0c24588c0aba,2017-02-26,54000.0,2017,2,515 days 00:00:00.000000000,30-39,50k-59k
0.0,50.0,21d44aab69eb494ca5d48250257a9e42,2017-08-29,68000.0,2017,8,331 days 00:00:00.000000000,40-49,60k-69k
1.0,67.0,27345a9ee74f4ed08dc85495daafddc2,2017-06-29,89000.0,2017,6,392 days 00:00:00.000000000,60-69,80k-89k
1.0,75.0,8422716ca87044e794939f102092c428,2017-02-26,82000.0,2017,2,515 days 00:00:00.000000000,70-79,80k-89k
1.0,63.0,4eb63ea0263c491ea60e718d8c2051d4,2016-01-26,57000.0,2016,1,912 days 00:00:00.000000000,60-69,50k-59k
