,difficulty,duration,channel_email,channel_web,channel_mobile,channel_social,offer_type,age_categories_10-19,age_categories_20-29,age_categories_30-39,age_categories_40-49,age_categories_50-59,age_categories_60-69,age_categories_70-79,age_categories_80-89,age_categories_Missing,income_binned_30k-39k,income_binned_40k-49k,income_binned_50k-59k,income_binned_60k-69k,income_binned_70k-79k,income_binned_80k-89k,income_binned_90k-99k,income_binned_100k-109k,income_binned_110k-120k,became_member_year_2013,became_member_year_2014,became_member_year_2015,became_member_year_2016,became_member_year_2017,became_member_year_2018,gender_F,gender_M,gender_N,gender_O
178856,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
178865,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
178869,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
178873,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
178897,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
178903,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
178909,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
178913,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
178921,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
178929,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
178935,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
178946,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
178950,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
178954,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
178964,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
178968,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
178975,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
178991,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
178995,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
179004,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
179013,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
179022,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
179027,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
179036,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
179040,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
179055,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
179067,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
179093,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179098,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179101,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179122,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
179127,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
179131,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
179135,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
179167,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
179172,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
179178,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
179185,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
179191,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
179197,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
179198,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
179205,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
179209,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
179219,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
179220,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
179225,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
179228,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
179238,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
179258,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
179271,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179276,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179279,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179287,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179303,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179314,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179318,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
179350,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
179359,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179376,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179384,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179397,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179422,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179445,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
179453,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
179463,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
179468,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179478,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179482,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179486,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179493,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179507,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179508,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179529,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
179563,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
179567,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
179573,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
179577,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
179589,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179592,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179600,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179604,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179612,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179621,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
179636,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
179650,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179656,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179658,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179662,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179690,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
179708,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179720,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
179735,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
179740,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
179741,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
179745,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
179770,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
179800,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179804,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
179812,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
179819,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
179826,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179836,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
179862,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179878,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
179886,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
179892,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
179896,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
179908,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179919,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
179929,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
179945,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179949,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179964,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
179989,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
179992,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180016,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180019,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180020,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
180041,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180050,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180053,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180054,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180086,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
180101,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
180110,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180122,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180126,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180135,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180146,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180167,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
180173,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
180184,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
180203,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
180204,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
180213,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
180214,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
180221,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
180225,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
180229,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
180238,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
180239,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
180248,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
180255,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
180268,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
180289,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
180296,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
180303,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180313,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180327,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180331,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180339,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180343,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180347,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180359,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180360,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180373,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
180379,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
